time_period,time_identifier,geographic_level,country_code,country_name,region_code,region_name,new_la_code,la_name,old_la_code,characteristic_grouping,pupil_characteristic,setting_type,pupils
202223,Academic year,Local authority,E92000001,England,E12000006,East of England,E06000033,Southend-on-Sea,882,Age,14,Registered provider with UKPRN,1
202223,Academic year,Local authority,E92000001,England,E12000002,North West,E08000009,Trafford,358,Age,13,Work based placement,1
202223,Academic year,Local authority,E92000001,England,E12000005,West Midlands,E08000025,Birmingham,330,Age,9,Other unregistered provider,1
202223,Academic year,Local authority,E92000001,England,E12000007,London,E09000016,Havering,311,Age,12,One on one tuition,3
202223,Academic year,Local authority,E92000001,England,E12000008,South East,E10000014,Hampshire,850,Age,14,Other unregistered provider,27
202223,Academic year,Local authority,E92000001,England,E12000005,West Midlands,E08000027,Dudley,332,Age,13,Registered provider with UKPRN,1
202223,Academic year,Local authority,E92000001,England,E12000001,North East,E06000004,Stockton-on-Tees,808,Age,15,Work based placement,5
202223,Academic year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,E06000014,York,816,Age,8,Education setting with URN,1
202223,Academic year,Local authority,E92000001,England,E12000002,North West,E08000009,Trafford,358,Age,14,Other unregistered provider,3
202223,Academic year,Local authority,E92000001,England,E12000009,South West,E06000027,Torbay,880,Age,11,Other unregistered provider,1
202223,Academic year,Local authority,E92000001,England,E12000002,North West,E08000001,Bolton,350,Age,12,Education setting with URN,4
202223,Academic year,Local authority,E92000001,England,E12000008,South East,E06000035,Medway,887,Age,15,Education setting with URN,16
202223,Academic year,Local authority,E92000001,England,E12000008,South East,E10000011,East Sussex,845,Age,11,Other unregistered provider,1
202223,Academic year,Local authority,E92000001,England,E12000008,South East,E06000040,Windsor and Maidenhead,868,Age,15,One on one tuition,1
202223,Academic year,Local authority,E92000001,England,E12000005,West Midlands,E06000020,Telford and Wrekin,894,Age,12,Education setting with URN,8
202223,Academic year,Local authority,E92000001,England,E12000002,North West,E06000007,Warrington,877,Age,13,One on one tuition,3
202223,Academic year,Local authority,E92000001,England,E12000008,South East,E10000014,Hampshire,850,Age,12,Registered provider with UKPRN,1
202223,Academic year,Local authority,E92000001,England,E12000006,East of England,E06000056,Central Bedfordshire,823,Age,13,Education setting with URN,5
202223,Academic year,Local authority,E92000001,England,E12000001,North East,E06000047,County Durham,840,Age,6,Education setting with URN,2
202223,Academic year,Local authority,E92000001,England,E12000006,East of England,E10000020,Norfolk,926,Age,13,Other unregistered provider,19
202223,Academic year,Local authority,E92000001,England,E12000005,West Midlands,E08000026,Coventry,331,Age,7,One on one tuition,3
202223,Academic year,Local authority,E92000001,England,E12000005,West Midlands,E10000028,Staffordshire,860,Age,7,Registered provider with UKPRN,1
202223,Academic year,Local authority,E92000001,England,E12000008,South East,E06000060,Buckinghamshire,825,Age,7,Education setting with URN,9
202223,Academic year,Local authority,E92000001,England,E12000008,South East,E10000025,Oxfordshire,931,Age,13,One on one tuition,2
202223,Academic year,Local authority,E92000001,England,E12000005,West Midlands,E06000021,Stoke-on-Trent,861,Age,12,Education setting with URN,5
202223,Academic year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,E08000016,Barnsley,370,Age,10,Education setting with URN,2
202223,Academic year,Local authority,E92000001,England,E12000005,West Midlands,E08000026,Coventry,331,Age,14,Work based placement,7
202223,Academic year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,E08000035,Leeds,383,Age,15,One on one tuition,12
202223,Academic year,Local authority,E92000001,England,E12000006,East of England,E10000003,Cambridgeshire,873,Age,7,Other unregistered provider,1
202223,Academic year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,E08000034,Kirklees,382,Age,13,One on one tuition,1
202223,Academic year,Local authority,E92000001,England,E12000005,West Midlands,E08000028,Sandwell,333,Age,13,Other unregistered provider,2
202223,Academic year,Local authority,E92000001,England,E12000006,East of England,E10000012,Essex,881,Age,15,Education setting with URN,102
202223,Academic year,Local authority,E92000001,England,E12000002,North West,E06000007,Warrington,877,Age,11,Education setting with URN,1
202223,Academic year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,E08000017,Doncaster,371,Age,12,Non-maintained further education college,1
202223,Academic year,Local authority,E92000001,England,E12000004,East Midlands,E06000018,Nottingham,892,Age,15,Education setting with URN,66
202223,Academic year,Local authority,E92000001,England,E12000002,North West,E08000005,Rochdale,354,Age,13,Other unregistered provider,7
202223,Academic year,Local authority,E92000001,England,E12000008,South East,E06000040,Windsor and Maidenhead,868,Age,10,Other unregistered provider,1
202223,Academic year,Local authority,E92000001,England,E12000006,East of England,E10000012,Essex,881,Age,16,One on one tuition,1
202223,Academic year,Local authority,E92000001,England,E12000005,West Midlands,E08000028,Sandwell,333,Age,15,Registered provider with UKPRN,19
202223,Academic year,Local authority,E92000001,England,E12000004,East Midlands,E06000018,Nottingham,892,Age,13,Other unregistered provider,50
202223,Academic year,Local authority,E92000001,England,E12000004,East Midlands,E06000062,West Northamptonshire,941,Age,13,Registered provider with UKPRN,2
202223,Academic year,Local authority,E92000001,England,E12000006,East of England,E10000015,Hertfordshire,919,Age,10,Other unregistered provider,1
202223,Academic year,Local authority,E92000001,England,E12000009,South West,E06000025,South Gloucestershire,803,Age,11,Education setting with URN,3
202223,Academic year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,E08000034,Kirklees,382,Age,15,Work based placement,9
202223,Academic year,Local authority,E92000001,England,E12000005,West Midlands,E06000021,Stoke-on-Trent,861,Age,6,Other unregistered provider,1
202223,Academic year,Local authority,E92000001,England,E12000008,South East,E06000060,Buckinghamshire,825,Age,10,Registered provider with UKPRN,4
202223,Academic year,Local authority,E92000001,England,E12000005,West Midlands,E06000051,Shropshire,893,Age,13,Education setting with URN,16
202223,Academic year,Local authority,E92000001,England,E12000007,London,E09000033,Westminster,213,Age,14,Education setting with URN,6
202223,Academic year,Local authority,E92000001,England,E12000004,East Midlands,E10000019,Lincolnshire,925,Age,12,Education setting with URN,18
202223,Academic year,Local authority,E92000001,England,E12000002,North West,E08000011,Knowsley,340,Age,8,Education setting with URN,1
202223,Academic year,Local authority,E92000001,England,E12000007,London,E09000025,Newham,316,Age,14,Education setting with URN,18
202223,Academic year,Local authority,E92000001,England,E12000009,South West,E06000052,Cornwall,908,Age,10,Education setting with URN,8
202223,Academic year,Local authority,E92000001,England,E12000008,South East,E06000040,Windsor and Maidenhead,868,Age,14,Other unregistered provider,1
202223,Academic year,Local authority,E92000001,England,E12000008,South East,E10000030,Surrey,936,Age,9,One on one tuition,7
202223,Academic year,Local authority,E92000001,England,E12000009,South West,E06000059,Dorset,838,Age,16,Other unregistered provider,1
202223,Academic year,Local authority,E92000001,England,E12000001,North East,E08000022,North Tyneside,392,Age,14,Education setting with URN,31
202223,Academic year,Local authority,E92000001,England,E12000006,East of England,E10000003,Cambridgeshire,873,Age,12,Registered provider with UKPRN,2
202223,Academic year,Local authority,E92000001,England,E12000006,East of England,E06000056,Central Bedfordshire,823,Age,14,Non-maintained further education college,3
202223,Academic year,Local authority,E92000001,England,E12000007,London,E09000003,Barnet,302,Age,13,Education setting with URN,21
202223,Academic year,Local authority,E92000001,England,E12000002,North West,E08000010,Wigan,359,Age,15,Work based placement,16
202223,Academic year,Local authority,E92000001,England,E12000006,East of England,E10000029,Suffolk,935,Age,10,Education setting with URN,7
202223,Academic year,Local authority,E92000001,England,E12000008,South East,E06000060,Buckinghamshire,825,Age,13,Other unregistered provider,7
202223,Academic year,Local authority,E92000001,England,E12000004,East Midlands,E10000018,Leicestershire,855,Age,8,Education setting with URN,1
202223,Academic year,Local authority,E92000001,England,E12000002,North West,E06000050,Cheshire West and Chester,896,Age,12,One on one tuition,5
202223,Academic year,Local authority,E92000001,England,E12000009,South West,E06000022,Bath and North East Somerset,800,Age,10,Other unregistered provider,2
202223,Academic year,Local authority,E92000001,England,E12000001,North East,E08000024,Sunderland,394,Age,11,Education setting with URN,2
202223,Academic year,Local authority,E92000001,England,E12000008,South East,E06000037,West Berkshire,869,Age,13,Work based placement,1
202223,Academic year,Local authority,E92000001,England,E12000001,North East,E08000021,Newcastle upon Tyne,391,Age,11,Education setting with URN,4
202223,Academic year,Local authority,E92000001,England,E12000004,East Midlands,E10000007,Derbyshire,830,Age,13,Other unregistered provider,28
202223,Academic year,Local authority,E92000001,England,E12000005,West Midlands,E10000028,Staffordshire,860,Age,8,Registered provider with UKPRN,1
202223,Academic year,Local authority,E92000001,England,E12000004,East Midlands,E06000016,Leicester,856,Age,7,One on one tuition,1
202223,Academic year,Local authority,E92000001,England,E12000009,South West,E10000008,Devon,878,Age,6,One on one tuition,5
202223,Academic year,Local authority,E92000001,England,E12000006,East of England,E10000020,Norfolk,926,Age,11,One on one tuition,1
202223,Academic year,Local authority,E92000001,England,E12000004,East Midlands,E10000007,Derbyshire,830,Age,14,One on one tuition,28
202223,Academic year,Local authority,E92000001,England,E12000007,London,E09000018,Hounslow,313,Age,15,One on one tuition,1
202223,Academic year,Local authority,E92000001,England,E12000004,East Midlands,E10000024,Nottinghamshire,891,Age,14,Other unregistered provider,48
202223,Academic year,Local authority,E92000001,England,E12000009,South West,E06000054,Wiltshire,865,Age,11,Education setting with URN,5
202223,Academic year,Local authority,E92000001,England,E12000007,London,E09000027,Richmond upon Thames,318,Age,15,Education setting with URN,15
202223,Academic year,Local authority,E92000001,England,E12000002,North West,E08000011,Knowsley,340,Age,15,Registered provider with UKPRN,3
202223,Academic year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,E08000035,Leeds,383,Age,14,One on one tuition,5
202223,Academic year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,E06000014,York,816,Age,12,Other unregistered provider,17
202223,Academic year,Local authority,E92000001,England,E12000005,West Midlands,E06000019,"Herefordshire, County of",884,Age,6,Education setting with URN,1
202223,Academic year,Local authority,E92000001,England,E12000005,West Midlands,E06000051,Shropshire,893,Age,13,Registered provider with UKPRN,5
202223,Academic year,Local authority,E92000001,England,E12000007,London,E09000020,Kensington and Chelsea,207,Age,12,Other unregistered provider,2
202223,Academic year,Local authority,E92000001,England,E12000004,East Midlands,E06000061,North Northamptonshire,940,Age,7,Education setting with URN,1
202223,Academic year,Local authority,E92000001,England,E12000004,East Midlands,E06000018,Nottingham,892,Age,8,One on one tuition,2
202223,Academic year,Local authority,E92000001,England,E12000009,South West,E06000024,North Somerset,802,Age,6,Other unregistered provider,1
202223,Academic year,Local authority,E92000001,England,E12000005,West Midlands,E10000031,Warwickshire,937,Age,15,Non-maintained further education college,1
202223,Academic year,Local authority,E92000001,England,E12000005,West Midlands,E08000025,Birmingham,330,Age,15,Other unregistered provider,10
202223,Academic year,Local authority,E92000001,England,E12000007,London,E09000029,Sutton,319,Age,12,Education setting with URN,5
202223,Academic year,Local authority,E92000001,England,E12000009,South West,E06000054,Wiltshire,865,Age,4,Other unregistered provider,2
202223,Academic year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,E06000011,East Riding of Yorkshire,811,Age,12,Education setting with URN,6
202223,Academic year,Local authority,E92000001,England,E12000006,East of England,E10000015,Hertfordshire,919,Age,11,Other unregistered provider,8
202223,Academic year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,E10000023,North Yorkshire,815,Age,17,Work based placement,1
202223,Academic year,Local authority,E92000001,England,E12000004,East Midlands,E06000062,West Northamptonshire,941,Age,13,Education setting with URN,6
202223,Academic year,Local authority,E92000001,England,E12000005,West Midlands,E08000028,Sandwell,333,Age,14,Registered provider with UKPRN,5
202223,Academic year,Local authority,E92000001,England,E12000001,North East,E08000021,Newcastle upon Tyne,391,Age,14,Other unregistered provider,9
202223,Academic year,Local authority,E92000001,England,E12000004,East Midlands,E10000024,Nottinghamshire,891,Age,13,Registered provider with UKPRN,10
202223,Academic year,Local authority,E92000001,England,E12000008,South East,E06000036,Bracknell Forest,867,Age,14,One on one tuition,5
202223,Academic year,Local authority,E92000001,England,E12000007,London,E09000023,Lewisham,209,Age,14,Non-maintained further education college,1
202223,Academic year,Local authority,E92000001,England,E12000009,South West,E10000027,Somerset,933,Age,8,One on one tuition,1
202223,Academic year,Local authority,E92000001,England,E12000002,North West,E08000002,Bury,351,Age,7,Education setting with URN,1
202223,Academic year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,E08000036,Wakefield,384,Age,12,Registered provider with UKPRN,1
202223,Academic year,Local authority,E92000001,England,E12000005,West Midlands,E08000029,Solihull,334,Age,8,Other unregistered provider,1
202223,Academic year,Local authority,E92000001,England,E12000007,London,E09000021,Kingston upon Thames,314,Age,8,Registered provider with UKPRN,1
202223,Academic year,Local authority,E92000001,England,E12000002,North West,E08000001,Bolton,350,Age,14,Education setting with URN,7
202223,Academic year,Local authority,E92000001,England,E12000008,South East,E06000045,Southampton,852,Age,14,Non-maintained further education college,1
202223,Academic year,Local authority,E92000001,England,E12000006,East of England,E06000032,Luton,821,Age,13,One on one tuition,2
202223,Academic year,Local authority,E92000001,England,E12000004,East Midlands,E10000007,Derbyshire,830,Age,6,Education setting with URN,2
202223,Academic year,Local authority,E92000001,England,E12000005,West Midlands,E10000028,Staffordshire,860,Age,13,Work based placement,1
202223,Academic year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,E08000036,Wakefield,384,Age,14,Other unregistered provider,12
202223,Academic year,Local authority,E92000001,England,E12000007,London,E09000029,Sutton,319,Age,4,One on one tuition,1
202223,Academic year,Local authority,E92000001,England,E12000002,North West,E06000049,Cheshire East,895,Age,15,One on one tuition,2
202223,Academic year,Local authority,E92000001,England,E12000005,West Midlands,E06000020,Telford and Wrekin,894,Age,10,Education setting with URN,2
202223,Academic year,Local authority,E92000001,England,E12000002,North West,E08000008,Tameside,357,Age,15,One on one tuition,3
202223,Academic year,Local authority,E92000001,England,E12000005,West Midlands,E10000028,Staffordshire,860,Age,10,One on one tuition,2
202223,Academic year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,E08000035,Leeds,383,Age,5,Education setting with URN,7
202223,Academic year,Local authority,E92000001,England,E12000005,West Midlands,E08000026,Coventry,331,Age,9,Other unregistered provider,3
202223,Academic year,Local authority,E92000001,England,E12000008,South East,E06000046,Isle of Wight,921,Age,9,Education setting with URN,7
202223,Academic year,Local authority,E92000001,England,E12000002,North West,E08000008,Tameside,357,Age,11,Education setting with URN,4
202223,Academic year,Local authority,E92000001,England,E12000002,North West,E06000007,Warrington,877,Age,15,Non-maintained further education college,1
202223,Academic year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,E08000016,Barnsley,370,Age,12,Education setting with URN,3
202223,Academic year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,E10000023,North Yorkshire,815,Age,6,Other unregistered provider,1
202223,Academic year,Local authority,E92000001,England,E12000008,South East,E10000016,Kent,886,Age,13,Registered provider with UKPRN,12
202223,Academic year,Local authority,E92000001,England,E12000004,East Midlands,E10000019,Lincolnshire,925,Age,15,One on one tuition,2
202223,Academic year,Local authority,E92000001,England,E12000006,East of England,E10000012,Essex,881,Age,17,Education setting with URN,1
202223,Academic year,Local authority,E92000001,England,E12000002,North West,E08000010,Wigan,359,Age,7,Other unregistered provider,2
202223,Academic year,Local authority,E92000001,England,E12000001,North East,E06000057,Northumberland,929,Age,7,Other unregistered provider,3
202223,Academic year,Local authority,E92000001,England,E12000006,East of England,E06000056,Central Bedfordshire,823,Age,8,Non-maintained further education college,1
202223,Academic year,Local authority,E92000001,England,E12000002,North West,E08000005,Rochdale,354,Age,15,Other unregistered provider,31
202223,Academic year,Local authority,E92000001,England,E12000009,South West,E06000022,Bath and North East Somerset,800,Age,15,Education setting with URN,27
202223,Academic year,Local authority,E92000001,England,E12000009,South West,E06000052,Cornwall,908,Age,15,One on one tuition,5
202223,Academic year,Local authority,E92000001,England,E12000008,South East,E10000030,Surrey,936,Age,6,Education setting with URN,4
202223,Academic year,Local authority,E92000001,England,E12000002,North West,E08000015,Wirral,344,Age,13,Other unregistered provider,21
202223,Academic year,Local authority,E92000001,England,E12000005,West Midlands,E10000028,Staffordshire,860,Age,5,Other unregistered provider,7
202223,Academic year,Local authority,E92000001,England,E12000005,West Midlands,E08000029,Solihull,334,Age,14,Education setting with URN,32
202223,Academic year,Local authority,E92000001,England,E12000006,East of England,E06000056,Central Bedfordshire,823,Age,13,Other unregistered provider,6
202223,Academic year,Local authority,E92000001,England,E12000007,London,E09000010,Enfield,308,Age,13,Education setting with URN,2
202223,Academic year,Local authority,E92000001,England,E12000005,West Midlands,E10000031,Warwickshire,937,Age,13,Work based placement,1
202223,Academic year,Local authority,E92000001,England,E12000009,South West,E06000023,"Bristol, City of",801,Age,10,Education setting with URN,1
202223,Academic year,Local authority,E92000001,England,E12000002,North West,E10000017,Lancashire,888,Age,9,Education setting with URN,9
202223,Academic year,Local authority,E92000001,England,E12000005,West Midlands,E10000031,Warwickshire,937,Age,13,One on one tuition,9
202223,Academic year,Local authority,E92000001,England,E12000008,South East,E10000032,West Sussex,938,Age,15,Education setting with URN,93
202223,Academic year,Local authority,E92000001,England,E12000009,South West,E06000052,Cornwall,908,Age,8,Other unregistered provider,1
202223,Academic year,Local authority,E92000001,England,E12000002,North West,E08000012,Liverpool,341,Age,8,Education setting with URN,6
202223,Academic year,Local authority,E92000001,England,E12000007,London,E09000012,Hackney,204,Age,15,Other unregistered provider,1
202223,Academic year,Local authority,E92000001,England,E12000007,London,E09000006,Bromley,305,Age,13,Education setting with URN,4
202223,Academic year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,E06000010,"Kingston upon Hull, City of",810,Age,9,Education setting with URN,4
202223,Academic year,Local authority,E92000001,England,E12000008,South East,E06000040,Windsor and Maidenhead,868,Age,8,Other unregistered provider,2
202223,Academic year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,E08000034,Kirklees,382,Age,15,Education setting with URN,34
202223,Academic year,Local authority,E92000001,England,E12000009,South West,E06000030,Swindon,866,Age,10,One on one tuition,1
202223,Academic year,Local authority,E92000001,England,E12000006,East of England,E10000029,Suffolk,935,Age,12,One on one tuition,7
202223,Academic year,Local authority,E92000001,England,E12000001,North East,E06000057,Northumberland,929,Age,12,Registered provider with UKPRN,4
202223,Academic year,Local authority,E92000001,England,E12000007,London,E09000030,Tower Hamlets,211,Age,14,One on one tuition,1
202223,Academic year,Local authority,E92000001,England,E12000007,London,E09000006,Bromley,305,Age,10,Education setting with URN,3
202223,Academic year,Local authority,E92000001,England,E12000004,East Midlands,E06000016,Leicester,856,Age,12,Education setting with URN,9
202223,Academic year,Local authority,E92000001,England,E12000002,North West,E08000003,Manchester,352,Age,15,One on one tuition,2
202223,Academic year,Local authority,E92000001,England,E12000009,South West,E06000054,Wiltshire,865,Age,14,One on one tuition,14
202223,Academic year,Local authority,E92000001,England,E12000005,West Midlands,E06000051,Shropshire,893,Age,7,Registered provider with UKPRN,1
202223,Academic year,Local authority,E92000001,England,E12000006,East of England,E10000015,Hertfordshire,919,Age,12,Education setting with URN,19
202223,Academic year,Local authority,E92000001,England,E12000005,West Midlands,E06000020,Telford and Wrekin,894,Age,12,Other unregistered provider,10
202223,Academic year,Local authority,E92000001,England,E12000007,London,E09000019,Islington,206,Age,13,One on one tuition,2
202223,Academic year,Local authority,E92000001,England,E12000009,South West,E06000023,"Bristol, City of",801,Age,7,Education setting with URN,1
202223,Academic year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,E08000034,Kirklees,382,Age,9,Education setting with URN,2
202223,Academic year,Local authority,E92000001,England,E12000009,South West,E10000008,Devon,878,Age,15,Registered provider with UKPRN,8
202223,Academic year,Local authority,E92000001,England,E12000001,North East,E08000037,Gateshead,390,Age,14,Other unregistered provider,3
202223,Academic year,Local authority,E92000001,England,E12000005,West Midlands,E10000031,Warwickshire,937,Age,10,One on one tuition,2
202223,Academic year,Local authority,E92000001,England,E12000009,South West,E06000059,Dorset,838,Age,6,Education setting with URN,1
202223,Academic year,Local authority,E92000001,England,E12000007,London,E09000009,Ealing,307,Age,5,Registered provider with UKPRN,3
202223,Academic year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,E08000018,Rotherham,372,Age,5,Education setting with URN,3
202223,Academic year,Local authority,E92000001,England,E12000008,South East,E06000045,Southampton,852,Age,12,Registered provider with UKPRN,2
202223,Academic year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,E06000013,North Lincolnshire,813,Age,12,Other unregistered provider,7
202223,Academic year,Local authority,E92000001,England,E12000009,South West,E10000027,Somerset,933,Age,10,Education setting with URN,8
202223,Academic year,Local authority,E92000001,England,E12000005,West Midlands,E08000026,Coventry,331,Age,12,Other unregistered provider,1
202223,Academic year,Local authority,E92000001,England,E12000009,South West,E06000024,North Somerset,802,Age,13,Education setting with URN,7
202223,Academic year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,E08000018,Rotherham,372,Age,15,Other unregistered provider,24
202223,Academic year,Local authority,E92000001,England,E12000007,London,E09000003,Barnet,302,Age,7,Education setting with URN,3
202223,Academic year,Local authority,E92000001,England,E12000009,South West,E10000008,Devon,878,Age,8,Other unregistered provider,6
202223,Academic year,Local authority,E92000001,England,E12000005,West Midlands,E06000021,Stoke-on-Trent,861,Age,14,Work based placement,1
202223,Academic year,Local authority,E92000001,England,E12000009,South West,E10000027,Somerset,933,Age,13,Registered provider with UKPRN,1
202223,Academic year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,E08000018,Rotherham,372,Age,10,One on one tuition,1
202223,Academic year,Local authority,E92000001,England,E12000004,East Midlands,E10000024,Nottinghamshire,891,Age,14,One on one tuition,14
202223,Academic year,Local authority,E92000001,England,E12000001,North East,E08000023,South Tyneside,393,Age,13,Education setting with URN,1
202223,Academic year,Local authority,E92000001,England,E12000002,North West,E10000006,Cumbria,909,Age,11,One on one tuition,3
202223,Academic year,Local authority,E92000001,England,E12000007,London,E09000003,Barnet,302,Age,15,One on one tuition,3
202223,Academic year,Local authority,E92000001,England,E12000007,London,E09000015,Harrow,310,Age,15,One on one tuition,1
202223,Academic year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,E06000011,East Riding of Yorkshire,811,Age,13,Other unregistered provider,5
202223,Academic year,Local authority,E92000001,England,E12000004,East Midlands,E06000015,Derby,831,Age,15,Work based placement,14
202223,Academic year,Local authority,E92000001,England,E12000009,South West,E06000030,Swindon,866,Age,10,Education setting with URN,1
202223,Academic year,Local authority,E92000001,England,E12000008,South East,E10000025,Oxfordshire,931,Age,12,Other unregistered provider,10
202223,Academic year,Local authority,E92000001,England,E12000002,North West,E08000006,Salford,355,Age,11,Education setting with URN,4
202223,Academic year,Local authority,E92000001,England,E12000005,West Midlands,E08000029,Solihull,334,Age,11,Registered provider with UKPRN,1
202223,Academic year,Local authority,E92000001,England,E12000006,East of England,E10000020,Norfolk,926,Age,8,Registered provider with UKPRN,1
202223,Academic year,Local authority,E92000001,England,E12000008,South East,E06000037,West Berkshire,869,Age,8,Other unregistered provider,3
202223,Academic year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,E08000033,Calderdale,381,Age,6,Education setting with URN,1
202223,Academic year,Local authority,E92000001,England,E12000001,North East,E06000002,Middlesbrough,806,Age,15,Education setting with URN,50
202223,Academic year,Local authority,E92000001,England,E12000009,South West,E06000054,Wiltshire,865,Age,10,Other unregistered provider,20
202223,Academic year,Local authority,E92000001,England,E12000005,West Midlands,E10000028,Staffordshire,860,Age,14,Education setting with URN,27
202223,Academic year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,E08000017,Doncaster,371,Age,9,Other unregistered provider,4
202223,Academic year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,E08000032,Bradford,380,Age,13,Education setting with URN,11
202223,Academic year,Local authority,E92000001,England,E12000009,South West,E06000058,"Bournemouth, Christchurch and Poole",839,Age,10,Other unregistered provider,3
202223,Academic year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,E06000011,East Riding of Yorkshire,811,Age,6,Registered provider with UKPRN,1
202223,Academic year,Local authority,E92000001,England,E12000007,London,E09000029,Sutton,319,Age,10,One on one tuition,1
202223,Academic year,Local authority,E92000001,England,E12000002,North West,E08000003,Manchester,352,Age,7,Education setting with URN,1
202223,Academic year,Local authority,E92000001,England,E12000005,West Midlands,E08000027,Dudley,332,Age,7,Education setting with URN,1
202223,Academic year,Local authority,E92000001,England,E12000001,North East,E06000057,Northumberland,929,Age,8,Education setting with URN,3
202223,Academic year,Local authority,E92000001,England,E12000007,London,E09000016,Havering,311,Age,13,Work based placement,2
202223,Academic year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,E06000010,"Kingston upon Hull, City of",810,Age,12,Education setting with URN,18
202223,Academic year,Local authority,E92000001,England,E12000007,London,E09000032,Wandsworth,212,Age,10,Education setting with URN,4
202223,Academic year,Local authority,E92000001,England,E12000008,South East,E06000039,Slough,871,Age,14,Education setting with URN,10
202223,Academic year,Local authority,E92000001,England,E12000002,North West,E08000012,Liverpool,341,Age,11,Education setting with URN,4
202223,Academic year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,E08000017,Doncaster,371,Age,15,One on one tuition,12
202223,Academic year,Local authority,E92000001,England,E12000008,South East,E10000032,West Sussex,938,Age,12,Education setting with URN,13
202223,Academic year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,E06000010,"Kingston upon Hull, City of",810,Age,15,Registered provider with UKPRN,16
202223,Academic year,Local authority,E92000001,England,E12000008,South East,E10000032,West Sussex,938,Age,15,One on one tuition,5
202223,Academic year,Local authority,E92000001,England,E12000008,South East,E06000042,Milton Keynes,826,Age,6,Registered provider with UKPRN,2
202223,Academic year,Local authority,E92000001,England,E12000004,East Midlands,E06000016,Leicester,856,Age,15,Education setting with URN,10
202223,Academic year,Local authority,E92000001,England,E12000006,East of England,E10000003,Cambridgeshire,873,Age,16,Work based placement,1
202223,Academic year,Local authority,E92000001,England,E12000006,East of England,E10000012,Essex,881,Age,7,Registered provider with UKPRN,2
202223,Academic year,Local authority,E92000001,England,E12000005,West Midlands,E10000034,Worcestershire,885,Age,11,One on one tuition,3
202223,Academic year,Local authority,E92000001,England,E12000005,West Midlands,E06000019,"Herefordshire, County of",884,Age,15,Work based placement,10
202223,Academic year,Local authority,E92000001,England,E12000008,South East,E06000043,Brighton and Hove,846,Age,13,Registered provider with UKPRN,1
202223,Academic year,Local authority,E92000001,England,E12000006,East of England,E10000015,Hertfordshire,919,Age,11,Registered provider with UKPRN,1
202223,Academic year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,E08000019,Sheffield,373,Age,4,One on one tuition,1
202223,Academic year,Local authority,E92000001,England,E12000005,West Midlands,E08000029,Solihull,334,Age,14,One on one tuition,1
202223,Academic year,Local authority,E92000001,England,E12000005,West Midlands,E10000031,Warwickshire,937,Age,6,Registered provider with UKPRN,1
202223,Academic year,Local authority,E92000001,England,E12000009,South West,E10000013,Gloucestershire,916,Age,7,Other unregistered provider,5
202223,Academic year,Local authority,E92000001,England,E12000006,East of England,E10000029,Suffolk,935,Age,13,Education setting with URN,10
202223,Academic year,Local authority,E92000001,England,E12000009,South West,E10000008,Devon,878,Age,13,Work based placement,1
202223,Academic year,Local authority,E92000001,England,E12000002,North West,E08000001,Bolton,350,Age,8,Education setting with URN,7
202223,Academic year,Local authority,E92000001,England,E12000009,South West,E06000025,South Gloucestershire,803,Age,15,One on one tuition,4
202223,Academic year,Local authority,E92000001,England,E12000002,North West,E06000050,Cheshire West and Chester,896,Age,15,One on one tuition,14
202223,Academic year,Local authority,E92000001,England,E12000004,East Midlands,E06000061,North Northamptonshire,940,Age,13,Registered provider with UKPRN,1
202223,Academic year,Local authority,E92000001,England,E12000002,North West,E08000008,Tameside,357,Age,14,Work based placement,1
202223,Academic year,Local authority,E92000001,England,E12000009,South West,E06000059,Dorset,838,Age,13,Other unregistered provider,24
